Sequence,Video ID,Bitrate,Quantizer,QP Step,B-Frames,IP Factor,PB Factor,Ref Number,Subme,RC Lookahead,Key-int-max,PSNR(dB),SSIM,VIF,Compression Ratio (%)
ant,VHDLLPPF,2048,50,4,12,1.4,1.3,3,5,40,0,31.5710364986508,0.927397785782814,0.7558517661740705,88.74430285172672
ant,MZZ8G5A7,2048,0,4,16,1.4,1.3,3,5,40,0,40.97600675713478,0.9897990915179252,1.1507586252635502,59.41980030233088
ant,EBN412TH,2048,12,4,16,1.4,1.3,3,5,40,0,38.63636380630548,0.9773668321967124,1.144688742680637,60.20225133158643
ant,XP1LXQ4L,2048,37,4,16,1.4,1.3,3,5,40,0,32.69849375323293,0.9347171145677566,1.3583122133248258,89.83457766436594
ant,IQAOYL1Z,2048,50,4,16,1.4,1.3,3,5,40,0,31.5710364986508,0.927397785782814,0.7558517661740705,88.74430285172672
misato,2I2WNWZ1,2048,0,4,0,1.4,1.3,3,5,40,0,39.543015139456976,0.9931729066371918,1.202226557631521,52.31618766005822
misato,WW4FC4JZ,2048,12,4,0,1.4,1.3,3,5,40,0,37.42475297963138,0.9869163742661476,1.196236830699294,51.77259888568031
misato,P1NGJMVK,2048,37,4,0,1.4,1.3,3,5,40,0,30.91162030987029,0.8716140049695968,1.2481934865389988,61.29006729595905
misato,6XKZLTMH,2048,50,4,0,1.4,1.3,3,5,40,0,29.523855367514567,0.6721398296952248,1.271169905919222,71.9645786788779
misato,DRHCLRO8,2048,0,4,4,1.4,1.3,3,5,40,0,39.543015139456976,0.9931729066371918,1.202226557631521,52.31618766005822
misato,Y358OZOO,2048,12,4,4,1.4,1.3,3,5,40,0,37.05296974694915,0.9842705860733986,1.19835270949662,51.86357627154534
misato,JP6CIOO9,2048,37,4,4,1.4,1.3,3,5,40,0,30.85476581816087,0.8715023657679558,1.2358353371003024,61.70614361254114
misato,0SFBHXF8,2048,50,4,4,1.4,1.3,3,5,40,0,29.541448321271652,0.6779473724961281,1.3228740051290535,72.61044669182193
misato,OBSXY2TV,2048,0,4,12,1.4,1.3,3,5,40,0,39.543015139456976,0.9931729066371918,1.202226557631521,52.31618766005822
misato,04HP5CDH,2048,12,4,12,1.4,1.3,3,5,40,0,37.02766712500802,0.9835843312740326,1.1973495349047183,51.89949821164616
misato,JZJBXWFV,2048,37,4,12,1.4,1.3,3,5,40,0,30.929629489553257,0.8725535744428634,1.2363483054158726,61.980333638529714
misato,JXDDMB5M,2048,50,4,12,1.4,1.3,3,5,40,0,29.580836937796203,0.6797599044442176,1.3274482149953883,72.96349684885006
misato,G9292WZ9,2048,0,4,16,1.4,1.3,3,5,40,0,39.543015139456976,0.9931729066371918,1.202226557631521,52.31618766005822
misato,3U4NCFWT,2048,12,4,16,1.4,1.3,3,5,40,0,37.0294760138552,0.9834750652313232,1.197241306803693,51.91650155827139
misato,L40WZV6L,2048,37,4,16,1.4,1.3,3,5,40,0,30.88142088328569,0.871857393682003,1.2340918160706886,61.94953166525657
misato,JHFBS669,2048,50,4,16,1.4,1.3,3,5,40,0,29.559413765193867,0.6798161342740059,1.3271303414147206,72.9982178090777
duck,ZFF20L53,2048,0,4,0,1.4,1.3,3,5,40,0,41.328311133640845,0.99570701867342,1.1973575694271632,58.93213926436191
duck,8BIO1106,2048,12,4,0,1.4,1.3,3,5,40,0,39.00261967185524,0.98792301684618,1.1943815412416674,58.640990138375
duck,ZJUS9C6S,2048,37,4,0,1.4,1.3,3,5,40,0,32.02933947085002,0.8731835436820984,1.3093403139391748,66.81826614535713
duck,F87WXFI7,2048,50,4,0,1.4,1.3,3,5,40,0,29.666048007138635,0.6857775887846946,1.472259524046986,74.15040629465157
duck,42FN6N9S,2048,0,4,4,1.4,1.3,3,5,40,0,41.328311133640845,0.99570701867342,1.1973575694271632,58.93213926436191
duck,C19IXTI1,2048,12,4,4,1.4,1.3,3,5,40,0,38.484803797222376,0.985305178463459,1.1970596805756126,58.79536029870266
duck,DM8DJ4KB,2048,37,4,4,1.4,1.3,3,5,40,0,32.17351864892444,0.8717803657054901,1.3467451131347528,68.00065611426756
duck,CMWJBKJB,2048,50,4,4,1.4,1.3,3,5,40,0,29.90180474355748,0.6927439376711846,1.6359419846566243,75.59146204445332
duck,FR8BLLNI,2048,0,4,12,1.4,1.3,3,5,40,0,41.328311133640845,0.99570701867342,1.1973575694271632,58.93213926436191
duck,V99QFARR,2048,12,4,12,1.4,1.3,3,5,40,0,38.43732435194731,0.985116935968399,1.1968091946583197,58.78198517548371
duck,QHMJCSEC,2048,37,4,12,1.4,1.3,3,5,40,0,32.180931812528435,0.8707809400558472,1.333779453285184,68.00819700368163
duck,1B90I8SV,2048,50,4,12,1.4,1.3,3,5,40,0,29.973041395610416,0.6932635426521301,1.6114937706714838,75.99350585935957
duck,OBU3DQ6R,2048,0,4,16,1.4,1.3,3,5,40,0,41.328311133640845,0.99570701867342,1.1973575694271632,58.93213926436191
duck,DY2S7E15,2048,12,4,16,1.4,1.3,3,5,40,0,38.43732435194731,0.985116935968399,1.1968091946583197,58.78198517548371
duck,5WNITK8Q,2048,37,4,16,1.4,1.3,3,5,40,0,32.180931812528435,0.8707809400558472,1.333779453285184,68.00819700368163
duck,ZJYQQTAO,2048,50,4,16,1.4,1.3,3,5,40,0,29.973041395610416,0.6932635426521301,1.6114937706714838,75.99350585935957
