Sequence,Video ID,Bitrate,Quantizer,QP Step,B-Frames,IP Factor,PB Factor,Ref Number,Subme,RC Lookahead,Key-int-max,PSNR(dB),SSIM,VIF,Compression Ratio (%)
ant,0Z2SMFVU,20000,33,4,0,1.4,1.3,3,5,40,0,34.14430400964834,0.9404482224583626,1.4597012757348833,74.68013323291456
ant,5PPH6NPB,576,42,4,0,1.4,1.3,3,5,40,0,31.89157685672462,0.9321547177433968,1.3021919412233576,93.9395458336586
ant,BXY42DUZ,3848,42,4,0,1.4,1.3,3,5,40,0,33.48962112464457,0.9370377504825592,1.546151775029135,86.11671059197879
ant,N78K2HDE,6936,42,4,0,1.4,1.3,3,5,40,0,33.66468043551404,0.9375509157776832,1.5226395316022436,82.46095314187396
ant,97KACACS,10024,42,4,0,1.4,1.3,3,5,40,0,33.805574480235286,0.938044725060463,1.5011672330856292,79.57147773936398
ant,OIDJ9IHS,13112,42,4,0,1.4,1.3,3,5,40,0,33.92343006000368,0.938617260158062,1.4882791378728464,77.5168160885792
ant,FU3IL7BI,16200,42,4,0,1.4,1.3,3,5,40,0,34.03082348194736,0.939422097504139,1.4733857895451237,75.94225562350925
ant,HAJQPU2W,20000,42,4,0,1.4,1.3,3,5,40,0,34.14825141460006,0.9404469341039656,1.4604926935171298,74.56198209718265
ant,BYWKUS93,576,50,4,0,1.4,1.3,3,5,40,0,31.9163401765004,0.9322352239489556,1.319424192863312,93.8914813549455
ant,TMYTI4SE,3848,50,4,0,1.4,1.3,3,5,40,0,33.48962210830832,0.9370437696576118,1.5507003713940068,86.11501025731624
ant,N3IPSWE6,6936,50,4,0,1.4,1.3,3,5,40,0,33.66674810110222,0.9375618514418602,1.5254994116887062,82.44340619383246
ant,WPQZOLXJ,10024,50,4,0,1.4,1.3,3,5,40,0,33.80609441655411,0.9380259248614312,1.503188576105505,79.4741794067981
ant,20GOM0T2,13112,50,4,0,1.4,1.3,3,5,40,0,33.92254651913506,0.9386023032665252,1.484905661544858,77.4891113791895
ant,3TDU909A,16200,50,4,0,1.4,1.3,3,5,40,0,34.02796055283109,0.9394133663177492,1.4737009044665017,75.98952998388474
ant,C9HT2DUE,20000,50,4,0,1.4,1.3,3,5,40,0,34.14476787211462,0.9404616624116896,1.4596533576327275,74.69549945434427
misato,D3LPCQIU,576,0,4,0,1.4,1.3,3,5,40,0,29.66423647472566,0.6933792501688003,1.4255925109112848,71.78718763066583
misato,XV2O53Y9,3848,0,4,0,1.4,1.3,3,5,40,0,31.61819132649828,0.9121478688716887,1.2282305936933786,59.60757034502572
misato,QR1FYH9I,6936,0,4,0,1.4,1.3,3,5,40,0,31.975723506592008,0.9296825897693634,1.2373844861677006,58.12764077301386
