Sequence,Video ID,PSNR(dB),SSIM,Cbleed,Ringing,Blurring,VIF,Compression Ratio (%)
duck,BRJAPZJ3,30.08798721370288,0.693832283616066,103.84888203004436,14.767588948923224,14.4639841569289,9.547882634870106,79.87851772535676
duck,GUB0FW3B,33.97075335620254,0.9488632744550705,83.35243378303431,15.867729214676356,4.053169241788123,9.274697990612149,68.18058818305335
duck,X4W52519,33.95805024338339,0.9485947769880295,83.43036482687121,15.886921961697375,4.055132538154867,9.278090752797072,68.21038512580107
duck,QUPQSY0Z,33.98101154395313,0.9490404373407364,83.19428444130983,15.850381360603865,4.049614678614839,9.271849785397379,68.14688489524453
duck,3T9HE1WZ,30.057802699631765,0.7029116010665893,105.41436936125584,14.937154276663659,12.626432384186403,9.560706919528032,79.23343350980362
duck,I4GLITT3,29.919754754525556,0.6953268137574196,103.6581175733024,14.809381958850762,13.664874978371056,9.550905516171552,79.96012746821117
duck,HD09E645,34.20572223889016,0.9561845591664314,80.74956649546687,15.50425845379874,4.003089051425251,9.252593852076904,67.18149302657358
duck,5D88SZ9G,29.877584981549685,0.6919273683428764,102.36723216266398,14.760141370386796,14.330572560706889,9.548291333912035,80.09250073401994
duck,L3GLLF7B,29.876924877770765,0.6914492106437683,103.04513250024118,14.744050810722397,14.550622735829801,9.546367517843361,80.07803208702174
duck,0B01S8CI,34.338072434686524,0.9577738457918167,79.58199368730709,14.923478355758824,3.975694692276785,9.169855405253342,67.13263210857616
duck,KU71S7GQ,29.924006467647455,0.6947817823290825,104.02445182894479,14.810962339666494,13.715615164133574,9.55248375289352,79.94001421580914
