Sequence,Video ID,PSNR(dB),SSIM,Cbleed,Ringing,VIF
ant,R8VPRMV2,34.150123262720456,0.9403642908257631,88.56906951186392,14.65369389235173,13.5647515861972
ant,3XK4480P,34.16162692613326,0.9405978061073456,88.55936067996247,14.58365290627571,13.662647681313421
ant,X9R7447C,32.30305374786401,0.9311911884825028,100.98556856679184,18.077152932799855,30.202821479574016
ant,D6M1S29S,32.28110990509096,0.9315797075703369,99.42982228014058,18.070245451098586,31.634882329929457
ant,IJ8R1VRZ,33.47337967983485,0.9371752311934286,94.59534076219013,17.852272994450782,21.114442779388398
ant,F36A7PLF,33.261787670114515,0.9356474508693562,95.70088405748078,18.520466433052114,24.132837052273924
ant,PTPBS9V6,33.52187853834627,0.9373743892902165,93.96568053228268,17.727533308037458,21.136776308566812
ant,04MYPJ2V,32.334980188888096,0.9320701873717616,98.9942302233048,17.73056262510089,32.85181026182896
ant,LVZJ2LIE,33.294488467976066,0.9364040713405135,94.85684255948264,18.70562329941691,25.381444444437843
ant,NLBKS2R3,33.48838573706025,0.9370818120330128,94.10750297389406,18.63689194181964,21.536033622684
ant,QBKHT6BY,33.5079774192404,0.9372516532442463,93.85450899437997,18.666983918110397,21.413383436422148
ant,S08L6WQ9,32.301467750020414,0.9315124604832473,101.46807421107228,18.027929469748194,32.005405514556784
ant,JC665RJZ,34.145125118011556,0.9400548163931168,88.64015215324807,13.382034356394728,12.146790391469935
ant,NS68LYKY,32.30073108214007,0.9317328639291412,99.71703635924355,17.893125283945544,32.21664277241596
ant,ANP8KO4B,32.880520946769046,0.9336611029520556,97.12871287131081,18.02941652791726,34.72555646744424
ant,0VS01XW6,34.15103563553263,0.9401085178057352,88.59088537108055,13.47510823064607,12.132843815179074
ant,ED43XSXO,32.28110990509096,0.9315797075703369,99.42982228014058,18.070245451098586,31.634882329929457
ant,KG1Q58UJ,33.526762727202886,0.9375043873170122,93.8703063614701,17.543398197098774,20.860937796606798
ant,SLAPEQR4,34.108259301929785,0.9399299129324766,89.09370101292345,13.825427973596216,12.83409747147363
ant,Z4ELE37J,33.24084361042602,0.9361433929471827,95.41946893258437,18.69733156794547,33.34595545368685
ant,ZFTZN3JR,33.50940938821059,0.9372617987851005,94.10691798410538,17.936542008011717,21.30368479427643
ant,FVU0DI2X,34.149072721744595,0.9403914954531846,88.60737690190061,14.628513320350159,13.587520549915538
ant,DJ58PY2D,33.53789502280439,0.9374701528999936,93.80468727566827,17.693625380258393,21.52084478202327
ant,61N1WIQU,33.62803623653655,0.9376599735288478,92.92264409290354,16.942650660332728,19.037254751690764
ant,1OQJMTUU,34.11826193403176,0.9400032690508449,89.12095088312299,14.455966707787244,12.898374533875918
ant,F6BQ6MPZ,32.285998156777936,0.9312197506724306,101.68627274627055,17.980395778509802,31.362443856331385
ant,8F1ET2F4,32.285998156777936,0.9312197506724306,101.68627274627055,17.980395778509802,31.362443856331385
ant,919NGTNZ,34.14051724252177,0.9402726995411204,88.78939582565569,14.868836625301347,13.922219320933305
ant,AW9BCFYX,32.85985540418213,0.9335167823146232,97.0769112553552,17.991754947594586,34.715448585911794
ant,J9CHTEVK,33.5727883747802,0.9371748338291301,93.64293758709343,18.454279680237757,20.072718585703434
ant,EZF6NOZ6,33.53291482941501,0.9374349766702794,93.8102625808074,17.837529200812398,21.381670055299413
ant,IN16YL5W,31.849122196604817,0.9321364360069161,99.11938237535315,17.422636773913297,57.34783341392344
ant,EN9IDOCY,32.352792469577885,0.9320739602568138,99.02677742172627,17.71652241307065,32.50494868167704
ant,4M54HE51,34.13616724743162,0.940038564193308,88.8144463818542,13.580026534209596,12.285654049327535
ant,Z7B4RT15,32.28805891463601,0.931978145048986,100.20746491668778,18.04357441033154,32.448738763024224
ant,2UJ8JOQK,33.2172904578681,0.936041756352382,95.5142718062369,18.5168020495559,33.81344891115221
ant,T228DMR5,33.534724545733035,0.9375022875135811,93.74341124839727,17.662506214924065,21.01867424902512
ant,RTZO6TTK,32.35984954547323,0.9313951623973562,99.4762019270449,17.94972566410944,31.00822034736276
ant,0GZT1O62,33.2977421216838,0.9362694134759666,94.84665873948154,18.65071531053448,25.67891432310073
ant,4IKRC7RK,34.161900098786845,0.9401207536607239,88.57352859784791,13.465898563004595,12.047764097032948
ant,CSGH2NP8,33.47329460169998,0.9371703955071482,94.59596318297594,17.93858093879477,21.157082740046953
ant,VS9NLJK4,34.147535329337714,0.940048161134198,88.7068842407849,13.41836313741593,12.12590510483312
ant,QHCB3RSX,33.50033760594756,0.9372831256828498,94.19844050028588,17.896466885590907,21.03700263432397
ant,SAEFG4D4,33.25680698985002,0.9356430338982918,95.89534889571244,18.551677384396445,24.458147816868234
ant,QY2C0AY0,34.146862048864286,0.9401481118961353,88.6735843556619,14.052993420224622,12.212609502337125
ant,C37LKBE5,31.772158917220544,0.9318646889420884,99.03463745364606,17.345326878471443,59.016919944904615
ant,NBTN8FYU,33.24672753073949,0.9353624982620353,96.85273315377206,18.63618843085086,24.334248898921327
ant,ARBTO9DV,33.45791639270044,0.9370222604689906,94.25421440012514,18.528006024539874,25.83405046694095
ant,ZU8WAQEM,32.29943265827788,0.9315161776186814,101.84988644379378,18.173148296172624,32.099182053954074
ant,1WEGRTNB,33.57954357372969,0.9373369033063822,93.49897737273318,18.114082927006834,23.029742132628527
ant,8Z3ZJR4J,32.188390638739044,0.9317809242514236,101.76467760181536,17.983005647360862,32.90235707813172
ant,GEY8S08L,33.24657115657786,0.9354928011324868,96.05290268732531,18.449481361599474,24.234778652408117
ant,YXIX4S43,33.61436762638702,0.9375761278826206,93.06886030399703,17.04188597429468,19.03315367460259
ant,RC1IWFLH,33.5227974025952,0.9373775085999598,93.94448085695173,17.782268197218567,21.382341184458674
ant,2LQXPVL8,31.93732616635953,0.9323715858198517,97.97439191844593,17.38478176495366,57.149652994523564
ant,620X1KCD,34.15377501915797,0.9401312280650163,88.62930889413845,13.998656646067273,12.1615925042783
ant,4DBBUPHD,33.506339269503975,0.9372021852441095,93.96678181118907,18.774623071958995,21.38124050902972
ant,G5VX8OHC,33.23634206144685,0.9361218409751778,95.47719483216636,18.600875650488394,33.58655715879756
ant,N0RMWYY0,33.57332792574853,0.9371743528404046,93.61179359639878,18.41159190988962,20.052588418658814
ant,T3BGST4T,34.07643909959208,0.9395788374231823,89.24954635939703,16.875707081477774,13.33214038318156
ant,GCI0LP0W,32.35477503956081,0.9316411765653696,100.20423473393072,18.046769044787677,32.14277851483934
ant,MDU09Z25,32.86045766336037,0.9334333396669644,97.31512890553023,18.09785961523611,34.327587740490976
ant,8XFAXUCX,32.30980100660217,0.9318295868475046,100.12147793776103,18.15421755307425,31.881442994522583
ant,S2LN194R,32.335444668951354,0.9319599952863816,100.37578765484874,17.91693900112261,32.00066423926134
ant,GG2DD975,32.86454806871989,0.9337307048674247,96.80615849187699,18.19169805205397,34.73585094128297
ant,AE15NUWG,33.614216478471235,0.937536895275116,93.0040300522848,17.277587756924504,19.11024696925816
ant,INAZO0CC,33.586931326159025,0.9374515743397954,93.15951004525984,17.188290299237813,19.20079980295532
ant,2IXOJ5IX,34.105201063835366,0.9398951325843583,89.17287341144397,13.936460118624167,12.891489487284048
ant,4G06THEM,33.249684468898735,0.9357130044135288,96.16592347867143,18.44812050694686,24.327583805651816
ant,AMPYESSB,32.86894951595046,0.9335372077291878,97.0194513543394,18.0678793760168,34.797308965797406
ant,LB8QFJC9,33.53820522570772,0.937461667096437,93.7900851248675,17.76349422207646,21.4759260980473
ant,E7UEEIF6,32.86410449759464,0.9335461582117413,97.2933447790465,17.962434228750684,34.765096373640574
ant,HFDXH3R2,33.5686749183061,0.937381560826183,93.63959488461433,17.471807144074976,19.493226356646776
ant,XKVLFFWV,33.61023176340357,0.9375486370935961,92.94358232348097,17.17899356133619,19.139169384004845
ant,M9W099RL,31.808992712481484,0.932177562025649,98.80978510466572,17.498030690269523,59.59283046655292
ant,N0X63XHH,34.146979015191086,0.9403561146105107,88.5943529483178,14.604466866915674,13.658678901438462
ant,9TKZN2UX,33.51955517773535,0.9374292501762732,94.06716454259372,17.66244411541557,20.949049666522615
ant,UH3HXBBS,34.14593757078589,0.9403480380328734,88.72340400140502,14.792269333934106,13.733229233593287
ant,6JJIR39T,32.29247423971805,0.9309720649054988,101.76797395761352,18.07716294037402,31.031425328854464
ant,VMNTGIJH,33.615296294634774,0.937627940035578,92.92135503040356,16.9534821644892,19.038533207079794
ant,LK8H20E1,33.58029677992126,0.9373399440328873,93.49536874606521,18.21503271645427,22.906853987054998
ant,UWMKN2YW,34.15624408276233,0.9401459809559495,88.63946790689683,13.98213086560205,12.122732593203446
ant,65BIS2MS,33.62176421843612,0.937666145426717,93.03585559255232,16.781641906586444,19.028417832509405
ant,75YMP7EG,32.27194117272294,0.9318429264263134,98.65407978193524,18.029957511524362,32.42714308110523
ant,GNR66NQD,34.105182538368425,0.9398970476430447,89.18411282107019,13.822666031297288,12.913088264854219
ant,MZETJ213,33.533307539598326,0.9375320616646192,93.89461993058433,17.71449121324008,20.970446762299453
ant,WMS2GY2E,33.57868099890389,0.9373099658619705,93.70809389467594,18.226633130746087,22.687953069375414
ant,ZICRE7NS,32.2937586741209,0.9312586173489319,101.76894741425969,17.800788209634526,33.9690312797255
ant,YFKN3077,32.855610543367426,0.9335513942277254,97.14787124250479,17.782376346192216,34.71165454036061
ant,EY8HGB24,32.30332957970795,0.931835482962689,100.02072282659807,18.149970712429855,32.51238499206896
ant,9CV35JPR,34.1066678061192,0.9397874557556798,89.01296473242395,16.792132626638484,12.565967586123744
ant,O05PK6TV,32.24270428186748,0.931374429470271,101.08350062596926,17.853137675962365,34.67168471289105
ant,RN7O50R5,31.88335796976574,0.9322348219245228,98.68773789472769,17.38754444453588,58.006204186489256
ant,RGVOFDVH,33.60609669407924,0.9375596491258535,93.09449944528896,16.897686449535495,19.00931586167062
ant,834CX1JA,32.2599139971595,0.9315551765522554,99.40647383621055,17.996611582635285,31.179826113031325
ant,AFQK8R9L,32.358254904955174,0.9316607529844217,100.5982446455512,17.863526190653154,33.026382494158796
ant,UE9TSLYW,33.26190316951683,0.93560911618655,95.56116881353266,18.588028586447535,23.900961492569817
ant,YZZNPMF8,33.250185066167255,0.9354945439011303,96.78416546823178,18.586705851483565,24.165502250989285
ant,EIDIPKDT,33.531941624458035,0.9374858099429761,93.97951297956587,17.77321140677446,20.959508732845773
ant,TJWGY14Y,34.135139142593644,0.9400135026642339,88.7853868149607,13.367785840243531,12.242572351331868
ant,M4HUO1K9,33.61770978620397,0.9376444214612097,93.05750977222301,16.75600477328248,19.015785117189655
ant,08DNMT0B,33.60695962911841,0.9375500041453992,93.04244246192837,17.06821562078904,19.038504901657554
ant,XZP08U4W,33.257388320319656,0.9355446761520347,95.9030043359591,18.539525424670032,24.27855963899787
ant,I5DOHHOT,33.25733392108502,0.9356167888759974,96.2365213477367,18.482862895678572,24.31092537592194
ant,W0VEK5LF,33.60364886167409,0.9375385935626813,93.01209156522562,16.978492264626958,19.021490284286287
ant,2OAAX28A,33.32022436391073,0.9363531743116047,94.71342214107884,18.76442002229627,25.089791126384544
ant,5WMKK1MW,33.62434965255711,0.9376290511729112,92.92397332636591,17.039264423622114,18.976271435881944
ant,1QCIGKNZ,33.29805109403008,0.9363216324825192,95.04777957962885,18.792256663769784,25.250569500077958
ant,RCHUNUAT,33.27198639700838,0.9363405588847488,94.92758291514069,18.82716329284829,25.299217756026906
ant,16YCHV2G,33.50040105456513,0.9371691974834423,94.00447372512438,18.555941161989868,21.487115000278948
ant,RU3HILZH,33.47327976862037,0.9371449475857749,94.60494447011656,17.937078893626538,21.257049603823805
ant,WTMSCPGG,33.60361313493195,0.9373307373393235,93.00389254297566,18.316480494159656,19.212768770143015
ant,IQQ12QDJ,33.59880723169704,0.9374782327395766,93.15556098030292,17.18851448216074,19.09401607298074
ant,0P965SKA,33.53118688580313,0.9375053279435457,93.83778877482763,17.74256175191835,21.13512001845779
ant,AP20MRFS,33.45853013609102,0.9370251668626396,94.19450135270792,18.633209019986882,25.66167880547554
