Sequence,Video ID,Bitrate,Quantizer,QP Step,B-Frames,IP Factor,PB Factor,Ref Number,Subme,RC Lookahead,Key-int-max
misato,ONDZDU4Z,4634,25,4,0,1.4,1.3,3,5,40,0
misato,3C65C0NV,6663,25,4,0,1.4,1.3,3,5,40,0
misato,UI5PC55U,8692,25,4,0,1.4,1.3,3,5,40,0
misato,W80O7ADX,10721,25,4,0,1.4,1.3,3,5,40,0
misato,I8NDHTZ2,12750,25,4,0,1.4,1.3,3,5,40,0
misato,UCUPFGVC,14779,25,4,0,1.4,1.3,3,5,40,0
misato,5HEX193L,16808,25,4,0,1.4,1.3,3,5,40,0
misato,L5HLGXJM,20000,25,4,0,1.4,1.3,3,5,40,0
misato,CW8EW3Q5,576,37,4,0,1.4,1.3,3,5,40,0
misato,WIRBI9PC,2605,37,4,0,1.4,1.3,3,5,40,0
misato,TT2C970L,4634,37,4,0,1.4,1.3,3,5,40,0
misato,3PTEQIXP,6663,37,4,0,1.4,1.3,3,5,40,0
misato,O8GWHW0G,8692,37,4,0,1.4,1.3,3,5,40,0
misato,44SKESWN,10721,37,4,0,1.4,1.3,3,5,40,0
misato,Q98Y2Q3T,12750,37,4,0,1.4,1.3,3,5,40,0
misato,SSRTENCQ,14779,37,4,0,1.4,1.3,3,5,40,0
misato,F3BRDA60,16808,37,4,0,1.4,1.3,3,5,40,0
misato,N3DDNB2V,20000,37,4,0,1.4,1.3,3,5,40,0
misato,98DMIJ1V,576,50,4,0,1.4,1.3,3,5,40,0
misato,LVFRSTEG,2605,50,4,0,1.4,1.3,3,5,40,0
misato,D17IBK2T,4634,50,4,0,1.4,1.3,3,5,40,0
misato,I2GLP496,6663,50,4,0,1.4,1.3,3,5,40,0
misato,LWJB4CPQ,8692,50,4,0,1.4,1.3,3,5,40,0
misato,LR0AV7LC,10721,50,4,0,1.4,1.3,3,5,40,0
misato,5Y0JF5YN,12750,50,4,0,1.4,1.3,3,5,40,0
misato,DW3P8JDN,14779,50,4,0,1.4,1.3,3,5,40,0
misato,3TQ5D1PU,16808,50,4,0,1.4,1.3,3,5,40,0
misato,SX162I6G,20000,50,4,0,1.4,1.3,3,5,40,0
duck,2KRSWSHC,576,0,4,0,1.4,1.3,3,5,40,0
duck,MIDRNUGW,2605,0,4,0,1.4,1.3,3,5,40,0
duck,O7D5WAPX,4634,0,4,0,1.4,1.3,3,5,40,0
duck,7Q2HUGHD,6663,0,4,0,1.4,1.3,3,5,40,0
duck,9KWXFRQV,8692,0,4,0,1.4,1.3,3,5,40,0
duck,1BEZH9Y3,10721,0,4,0,1.4,1.3,3,5,40,0
duck,CC3BNZ4A,12750,0,4,0,1.4,1.3,3,5,40,0
duck,VI5VSARQ,14779,0,4,0,1.4,1.3,3,5,40,0
duck,OICX1HJV,16808,0,4,0,1.4,1.3,3,5,40,0
duck,T40SGYVR,20000,0,4,0,1.4,1.3,3,5,40,0
duck,XDXNFTYH,576,12,4,0,1.4,1.3,3,5,40,0
