Sequence,Video ID,Bitrate,Quantizer,QP Step,B-Frames,IP Factor,PB Factor,Ref Number,Subme,RC Lookahead,Key-int-max
duck,VXO5J5EI,10089,21,4,0,1.4,1.3,3,5,40,0
duck,TH6PEFKV,10486,21,4,0,1.4,1.3,3,5,40,0
duck,ITIANLVQ,10882,21,4,0,1.4,1.3,3,5,40,0
duck,TVAJ3CL8,11279,21,4,0,1.4,1.3,3,5,40,0
duck,A8LJG6SA,11675,21,4,0,1.4,1.3,3,5,40,0
duck,ZI6F9MOM,12071,21,4,0,1.4,1.3,3,5,40,0
duck,A57PDI2Y,12468,21,4,0,1.4,1.3,3,5,40,0
duck,RWO9SZGH,12864,21,4,0,1.4,1.3,3,5,40,0
duck,UAMU5MWH,13261,21,4,0,1.4,1.3,3,5,40,0
duck,OHSX5GNH,13657,21,4,0,1.4,1.3,3,5,40,0
duck,TVPXN3FI,14053,21,4,0,1.4,1.3,3,5,40,0
duck,CQXS17PN,14450,21,4,0,1.4,1.3,3,5,40,0
duck,4XFZ4K2Q,14846,21,4,0,1.4,1.3,3,5,40,0
duck,GTU7P4JC,15243,21,4,0,1.4,1.3,3,5,40,0
duck,8B9NIBZG,15639,21,4,0,1.4,1.3,3,5,40,0
duck,LKF2VOT1,16035,21,4,0,1.4,1.3,3,5,40,0
duck,UA69S093,16432,21,4,0,1.4,1.3,3,5,40,0
duck,7N494CDU,16828,21,4,0,1.4,1.3,3,5,40,0
duck,SEL92EFB,17225,21,4,0,1.4,1.3,3,5,40,0
duck,AOQMJ6VB,17621,21,4,0,1.4,1.3,3,5,40,0
duck,64F1Q1AP,18017,21,4,0,1.4,1.3,3,5,40,0
duck,ZUEOWANH,18414,21,4,0,1.4,1.3,3,5,40,0
duck,FJO5J39P,18810,21,4,0,1.4,1.3,3,5,40,0
duck,ASCDLQHF,19207,21,4,0,1.4,1.3,3,5,40,0
duck,OIS79K5W,19603,21,4,0,1.4,1.3,3,5,40,0
duck,KSAQKBI4,20000,21,4,0,1.4,1.3,3,5,40,0
