Sequence,Video ID,Bitrate,Quantizer,QP Step,B-Frames,IP Factor,PB Factor,Ref Number,Subme,RC Lookahead,Key-int-max
duck,K177BAJX,4634,37,4,0,1.4,1.3,3,5,40,0
duck,NISQPJ6R,6663,37,4,0,1.4,1.3,3,5,40,0
duck,N8K7XGL3,8692,37,4,0,1.4,1.3,3,5,40,0
duck,XERD0UU0,10721,37,4,0,1.4,1.3,3,5,40,0
duck,P17WKLSJ,12750,37,4,0,1.4,1.3,3,5,40,0
duck,I4SZ0FOU,14779,37,4,0,1.4,1.3,3,5,40,0
duck,SF81TWH9,16808,37,4,0,1.4,1.3,3,5,40,0
duck,LVB3XFLB,20000,37,4,0,1.4,1.3,3,5,40,0
duck,DW5GT4ZX,576,50,4,0,1.4,1.3,3,5,40,0
duck,DB8IVBLC,2605,50,4,0,1.4,1.3,3,5,40,0
duck,7HJOMXZE,4634,50,4,0,1.4,1.3,3,5,40,0
duck,6YEEBYZR,6663,50,4,0,1.4,1.3,3,5,40,0
duck,QSJ0NNR6,8692,50,4,0,1.4,1.3,3,5,40,0
duck,XGPA8KAV,10721,50,4,0,1.4,1.3,3,5,40,0
duck,8MUH62GQ,12750,50,4,0,1.4,1.3,3,5,40,0
duck,18IYHP1Y,14779,50,4,0,1.4,1.3,3,5,40,0
duck,6FIQ7MBW,16808,50,4,0,1.4,1.3,3,5,40,0
duck,X5S00M96,20000,50,4,0,1.4,1.3,3,5,40,0
